SENTENCE_ID	RELATION_ID	SENTENCE	ARGUMENT_1	ARGUMENT_1_CATEGORY	RELATION	ARGUMENT_2	ARGUMENT_2_CATEGORY
139	2	a abertura de o evento contou com a presença de fernando_gomes , presidente de a câmara_municipal_do_porto , e de o vereador wan_chun , em representação de sales_marques , presidente de o leal_senado , a qual foi enriquecida com um pequeno concerto em que os instrumentistas wong_on_yuen e antónio_ferro , tocando ehru e viola-baixo , respectivamente , interpretaram várias peças editadas em o disco compacto sinais_de_yuanju .	sales_marques	PER	a abertura de o evento contou com a presença de fernando_gomes , presidente de a câmara_municipal_do_porto , e de o vereador wan_chun , em representação de sales_marques , presidente de o leal_senado , a com pequeno concerto em editadas em	leal_senado	ORG
142	1	mas , seja como for , peço expressamente que ninguém , em o final de este período de sessões , possa afirmar que o parlamento enquanto tal , em o espírito e em o seguimento de a sua magnífica declaração , não se pronunciou a favor de o retorno de a paz em israel e em o próximo_oriente .	parlamento	ORG	mas , seja como for , peço expressamente que ninguém , em o final de este período de sessões , possa afirmar que o parlamento enquanto tal , em o espírito e em o seguimento de a pronunciou a favor de o retorno de a paz em israel e em o	israel	PLC
142	2	mas , seja como for , peço expressamente que ninguém , em o final de este período de sessões , possa afirmar que o parlamento enquanto tal , em o espírito e em o seguimento de a sua magnífica declaração , não se pronunciou a favor de o retorno de a paz em israel e em o próximo_oriente .	parlamento	ORG	mas , seja como for , peço expressamente que ninguém , em o final de este período de sessões , possa afirmar que o parlamento enquanto tal , em o espírito e em o seguimento de a pronunciou a favor de o retorno de a paz em israel e em o	próximo_oriente	PLC
147	1	fr ) senhora_presidente , gostaria de voltar por um momento a o drama recordado por o nosso colega belga , vivido por certos refugiados em este momento , em a europa , em algumas de as nossas fronteiras , para lhes comunicar que me desloquei , há uma semana , a o centro de sangatte aberto por o governo francês e gerido por a cruz_vermelha .	sangatte	PLC	fr ) senhora_presidente , gostaria de voltar por um momento a o drama recordado por o nosso colega belga , vivido por certos refugiados em este momento , em a europa , em algumas de as nossas fronteiras , para , a o de por o francês e gerido por a	governo	ORG
147	2	fr ) senhora_presidente , gostaria de voltar por um momento a o drama recordado por o nosso colega belga , vivido por certos refugiados em este momento , em a europa , em algumas de as nossas fronteiras , para lhes comunicar que me desloquei , há uma semana , a o centro de sangatte aberto por o governo francês e gerido por a cruz_vermelha .	sangatte	PLC	fr ) senhora_presidente , gostaria de voltar por um momento a o drama recordado por o nosso colega belga , vivido por certos refugiados em este momento , em a europa , em algumas de as nossas fronteiras , para , a o centro de por francês e gerido por a	cruz_vermelha	ORG
164	1	com esta aposta em a imagem , os portos de setúbal e sesimbra preparam-se para o fim de a década , quando tiverem como grande cliente a fábrica de a ford/volkswagen .	sesimbra	PLC	com esta aposta em a imagem , os portos de setúbal e sesimbra preparam-se para o fim de a década , quando tiverem como grande cliente a fábrica de a	ford/volkswagen	ORG
164	2	com esta aposta em a imagem , os portos de setúbal e sesimbra preparam-se para o fim de a década , quando tiverem como grande cliente a fábrica de a ford/volkswagen .	setúbal	PLC	com esta aposta em a imagem , os portos de setúbal e sesimbra preparam-se para o fim de a década , quando tiverem como grande cliente a fábrica de a	ford/volkswagen	ORG
165	1	os documentos em causa foram colecionados em o ano passado por um painel de cientistas acadêmicos e industriais para avaliar recentes investigações de armas não letais para o joint_non-lethal_weapons_program ( jnlwp ) , de o pentágono .	joint_non-lethal_weapons_program	ORG	os documentos em causa foram colecionados em o ano passado por um painel de cientistas acadêmicos e industriais para avaliar recentes investigações de letais para o joint_non-lethal_weapons_program ( jnlwp ) , de o	pentágono	ORG
165	2	os documentos em causa foram colecionados em o ano passado por um painel de cientistas acadêmicos e industriais para avaliar recentes investigações de armas não letais para o joint_non-lethal_weapons_program ( jnlwp ) , de o pentágono .	jnlwp	ORG	os documentos em causa foram colecionados em o ano passado por um painel de cientistas acadêmicos e industriais para avaliar recentes investigações de letais para o joint_non-lethal_weapons_program ( jnlwp ) , de o	pentágono	ORG
165	3	os documentos em causa foram colecionados em o ano passado por um painel de cientistas acadêmicos e industriais para avaliar recentes investigações de armas não letais para o joint_non-lethal_weapons_program ( jnlwp ) , de o pentágono .	joint_non-lethal_weapons_program	ORG	os documentos em causa foram colecionados em o ano passado por um painel de cientistas acadêmicos e industriais para avaliar recentes investigações de letais para o joint_non-lethal_weapons_program ( jnlwp ) , de o	jnlwp	ORG
171	1	a pergunta de o onde está é tradicional em a comunicação social e em alguns casos foi feita com estragos consideráveis , como aconteceu com vítor_constâncio a a frente de o ps .	vítor_constâncio	PER	a pergunta de o onde está é tradicional em a comunicação social e em alguns casos foi feita com estragos consideráveis , como aconteceu com vítor_constâncio a a frente de o ps	ps	ORG
177	1	durão_barroso discursava em a sessão plenária extraordinária de o parlamento_europeu , durante a qual josé_sócrates apresentou os resultados de a presidência portuguesa de a ue .	parlamento_europeu	ORG	durão_barroso discursava em a sessão plenária extraordinária de o parlamento_europeu , durante a qual josé_sócrates apresentou os resultados de a presidência portuguesa de a ue	ue	ORG
177	2	durão_barroso discursava em a sessão plenária extraordinária de o parlamento_europeu , durante a qual josé_sócrates apresentou os resultados de a presidência portuguesa de a ue .	durão_barroso	PER	durão_barroso discursava em a sessão plenária extraordinária de o parlamento_europeu , durante a qual josé_sócrates apresentou os resultados de a presidência portuguesa de a ue	parlamento_europeu	ORG
180	2	durão_barroso acrescentou a a longa lista de sucessos enunciados por sócrates outros que considerou também importantes , como a decisão de criar o instituto_europeu_de_tecnologia e o lançamento de uma política_marítima_europeia .	sócrates	PER	durão_barroso acrescentou a a longa lista de sucessos enunciados por que também importantes , como a decisão de criar o instituto_europeu_de_tecnologia e o lançamento de	instituto_europeu_de_tecnologia	ORG
185	1	hans-gert_pöttering destacou ainda a importância , para o pe , de ver reconhecido o valor juridicamente vinculativo de a carta , um passo essencial em o quadro de reforma de os tratados e essencial para a identidade europeia .	hans-gert_pöttering	PER	hans-gert_pöttering destacou ainda a importância , para o pe , de ver reconhecido o valor juridicamente vinculativo de a carta , um passo essencial em o quadro de reforma de os tratados e essencial para a	pe	ORG
188	1	em o mesmo registo , martin_schulz ( pse , de ) , líder de o pse , recordou que , em a república_de_weimar , se queria acabar com os inimigos em forma de coro e quem dirigia esse coro era hitler .	martin_schulz	PER	em o mesmo registo , martin_schulz ( pse , de ) , líder de o pse , recordou que , em a república_de_weimar , se queria acabar com os inimigos em de	pse	ORG
190	1	francis_wurtz , de a ceue/evn , condenou de maneira absoluta as declarações antieuropeias e indignas que se ouviram em o hemiciclo : o meu grupo está a favor de um referendo , mas opõe-se a acções como esta , afirmou .	francis_wurtz	PER	francis_wurtz , de a ceue/evn , condenou de maneira absoluta as declarações antieuropeias e indignas que se ouviram em o hemiciclo : o a favor de , opõe-se a acções como esta	ceue/evn	ORG
198	1	em declarações a a agência lusa , antónio_fontes , de a aipan , disse que o preço de o pão terá de aumentar para fazer face a a subida de 92 % registada ao longo de 2007 em o preço de a matéria-prima de base ( farinha ) .	antónio_fontes	PER	em declarações a a agência lusa , antónio_fontes , de a aipan , disse que o preço de o pão terá de aumentar para fazer face a a subida de registada ao longo de 2007 em o preço de a matéria-prima de base ( farinha )	aipan	ORG
199	2	através da casa_de_cinema de porto_alegre , esse grupo produziu obras-primas como o curta-metragem ilha_das_flores e apresentou para o país cineastas como jorge_furtado , considerado um de os mais interessantes realizadores de o cinema brasileiro atual .	casa_de_cinema	ORG	através da casa_de_cinema de porto_alegre , esse produziu obras-primas como o e para , um de interessantes realizadores de	porto_alegre	PLC
210	1	em a mesma linha , o vereador lembra que a ferro-têxtil foi licenciada por o ministério_da_indústria de o governo cessante , a quem deverá ser imputada a responsabilidade de eventuais problemas .	ferro-têxtil	ORG	em a mesma linha , o vereador lembra que a ferro-têxtil foi licenciada por o ministério_da_indústria de o governo cessante , a imputada a responsabilidade de	ministério_da_indústria	ORG
210	2	em a mesma linha , o vereador lembra que a ferro-têxtil foi licenciada por o ministério_da_indústria de o governo cessante , a quem deverá ser imputada a responsabilidade de eventuais problemas .	ministério_da_indústria	ORG	em a mesma linha , o vereador lembra que a ferro-têxtil foi licenciada por o ministério_da_indústria de o governo cessante , a imputada a responsabilidade de	governo	ORG
214	1	a arábia_saudita era um de os três países de o mundo que reconheciam , em o afeganistão , o governo talibã .	arábia_saudita	ORG	a arábia_saudita era um de os três países de o mundo que reconheciam , em o afeganistão , o	talibã	ORG
214	2	a arábia_saudita era um de os três países de o mundo que reconheciam , em o afeganistão , o governo talibã .	arábia_saudita	ORG	a arábia_saudita era um de os três países de o mundo que reconheciam , em o afeganistão , o	afeganistão	PLC
214	3	a arábia_saudita era um de os três países de o mundo que reconheciam , em o afeganistão , o governo talibã .	afeganistão	PLC	a arábia_saudita era um de os três países de o mundo que reconheciam , em o afeganistão , o	talibã	ORG
216	1	no entanto , christina_eisenberg , uma bióloga que estuda os lobos e trabalha para o serviço_americano_de_vida_selvagem_e_aquática conta que parou de usar o sistema porque ele travava inesperadamente .	christina_eisenberg	PER	no entanto , christina_eisenberg , uma bióloga que estuda os lobos e trabalha para o serviço_americano_de_vida_selvagem_e_aquática conta que parou de usar o	serviço_americano_de_vida_selvagem_e_aquática	ORG
217	2	almeida_henriques , presidente de a associação_industrial_da_região_de_viseu ( airv ) , é o novo rosto de o conselho_empresarial_do_centro ( cec ) .	almeida_henriques	PER	almeida_henriques , presidente de a associação_industrial_da_região_de_viseu ( airv ) , é o novo rosto de o conselho_empresarial_do_centro ( cec )	associação_industrial_da_região_de_viseu	ORG
217	3	almeida_henriques , presidente de a associação_industrial_da_região_de_viseu ( airv ) , é o novo rosto de o conselho_empresarial_do_centro ( cec ) .	almeida_henriques	PER	almeida_henriques , presidente de a associação_industrial_da_região_de_viseu ( airv ) , é o novo rosto de o conselho_empresarial_do_centro ( cec )	conselho_empresarial_do_centro	ORG
225	1	coma a a vontade : a equipe de o jornal_do_nikkey esteve pesquisando um lado gostoso de a liberdade em são_paulo .	jornal_do_nikkey	ORG	coma a a vontade : a equipe de o jornal_do_nikkey esteve pesquisando um lado gostoso de a liberdade em são_paulo	são_paulo	PLC
228	2	se isto estivesse em vias de acontecer , o bibliófilo josé_mindlin , 90 anos , dono de uma de as mais importantes bibliotecas de o brasil e símbolo nacional de o culto a o livro , não teria se encontrado esta semana com seu colega americano , matthew_battles , 35 , editor de o boletim de a biblioteca_houghton , que guarda as obras raras de harvard .	matthew_battles	PER	se isto estivesse em vias de acontecer , o bibliófilo josé_mindlin , 90 anos , dono de uma de as mais importantes bibliotecas de o e símbolo nacional de o culto a o , editor de o boletim de a as obras raras de	biblioteca_houghton	ORG
235	1	em o norte , uma força de o cica_1 liderada por o tenente-coronel_carlos_azeredo toma o quartel_general de a região_militar_do_porto .	cica_1	ORG	em o norte , uma força de o cica_1 liderada por o tenente-coronel_carlos_azeredo toma o quartel_general de a região_militar_do_porto .	tenente-coronel_carlos_azeredo	PER
244	1	transferindo-se o governo português para o brasil sob a proteção inglesa e operando-se a independência sem descontinuidade em a chefia de o governo , os privilégios econômicos de que se beneficiava a inglaterra em portugal transferiram-se automaticamente para o brasil independente .	inglaterra	ORG	transferindo-se o governo português para o sob a proteção inglesa e operando-se a independência sem descontinuidade em a chefia de o governo , os privilégios econômicos de que beneficiava a inglaterra em para	portugal	PLC
247	2	e se ele avançar , as mais recentes sondagens indicam que o boletim de voto de as eleições de 2008 podem ter três rostos ligados a a big_apple : hillary_clinton , senadora por o estado de nova_iorque , rudy_giuliani , o republicano que já foi presidente de a câmara de a cidade , e michael_bloomberg , o homem que sucedeu a giuliani em o cargo .	rudy_giuliani	PER	e ele avançar , as mais recentes sondagens indicam que o boletim de voto de as eleições de 2008 rostos ligados a a big_apple : hillary_clinton , senadora por o de , foi presidente de a câmara de a , o que sucedeu a giuliani em o	câmara	ORG
249	1	em o dia 30 de junho , a comissão_de_controle_e_gestão_fiscal , de o ministério_da_fazenda , publicou , em o diário_oficial , uma recomendação a o ministério_de_orçamento_e_gestão , por a autorização para a abertura de concursos .	comissão_de_controle_e_gestão_fiscal	ORG	em o dia 30 de junho , a comissão_de_controle_e_gestão_fiscal , de o ministério_da_fazenda , publicou , em o diário_oficial , uma recomendação a o ministério_de_orçamento_e_gestão , por a autorização para a abertura de	ministério_da_fazenda	ORG
249	2	em o dia 30 de junho , a comissão_de_controle_e_gestão_fiscal , de o ministério_da_fazenda , publicou , em o diário_oficial , uma recomendação a o ministério_de_orçamento_e_gestão , por a autorização para a abertura de concursos .	comissão_de_controle_e_gestão_fiscal	ORG	em o dia 30 de junho , a comissão_de_controle_e_gestão_fiscal , de o ministério_da_fazenda , publicou , em o diário_oficial , uma recomendação a o ministério_de_orçamento_e_gestão , por a autorização para a abertura de	ministério_de_orçamento_e_gestão	ORG
256	1	em 06/11/1982 foi oficialmente inaugurado o prédio principal , tendo como patrono o dr._josé_getúlio_lima ( advogado e professor , pai de o dr._josé_carlos_de_barros_lima ) , que atuou muito em a área educacional de a região tendo sido o fundador , entre outros , de o ginásio conselheiro_lafayette ( 1942 ) posteriormente ginásio_estadual_anhanguera e atualmente e.e.s.g . pereira_barreto .	dr._josé_getúlio_lima	PER	em 06/11/1982 foi oficialmente inaugurado o prédio principal , tendo como patrono o dr._josé_getúlio_lima ( advogado e professor , pai de o dr._josé_carlos_de_barros_lima ) , que atuou muito em a área educacional de a o fundador , entre , de o	conselheiro_lafayette	ORG
259	1	a legião_da_boa_vontade , instituição educacional , cultural , beneficente e filantrópica , foi fundada em o brasil por o jornalista , radialista e poeta alziro_zarur em o programa de rádio hora_da_boa_vontade , em a rádio_globo de o rio_de_janeiro .	legião_da_boa_vontade	ORG	a legião_da_boa_vontade , instituição educacional , cultural , beneficente e filantrópica , foi fundada em o por o , e poeta alziro_zarur em o programa de rádio hora_da_boa_vontade , em a rádio_globo de o	brasil	PLC
259	4	a legião_da_boa_vontade , instituição educacional , cultural , beneficente e filantrópica , foi fundada em o brasil por o jornalista , radialista e poeta alziro_zarur em o programa de rádio hora_da_boa_vontade , em a rádio_globo de o rio_de_janeiro .	legião_da_boa_vontade	ORG	a legião_da_boa_vontade , instituição educacional , cultural , beneficente e filantrópica , foi fundada em o por o , e poeta alziro_zarur em o programa de rádio hora_da_boa_vontade , em a rádio_globo de o	alziro_zarur	PER
269	2	por o mesmo diapasão alinhou o delegado em lagoa de a associação_de_agricultores_de_famalicão , antónio_ribeiro , em declarações a o público : a câmara nunca falou com nós , fizeram tudo em as costas de as pessoas .	antónio_ribeiro	PER	por o mesmo diapasão alinhou o delegado em lagoa de a associação_de_agricultores_de_famalicão , antónio_ribeiro , em declarações a o público : a câmara nunca falou com nós , fizeram tudo em as costas de as	público	ORG
272	1	confrontado com as acusações sociais-democratas , saraiva_dias , vereador substituto de o presidente de a autarquia , referiu a o público que o comunicado de o psd contém um conjunto de atoardas , distantes de a realidade .	saraiva_dias	PER	confrontado com as acusações sociais-democratas , saraiva_dias , vereador substituto de o presidente de a autarquia , referiu a o público que o comunicado de o psd contém um conjunto de atoardas , distantes de a	público	ORG
284	2	e este dado torna o estatuto de independente muito atraente - um fenómeno semelhante a o verificado com a candidatura de manuel_alegre , em as últimas presidenciais portuguesas , ou com aquilo que esperam conseguir helena_roseta e carmona_rodrigues em as próximas eleições intercalares para a câmara_de_lisboa .	helena_roseta	PER	e este dado torna o estatuto de independente muito atraente - um fenómeno semelhante a o verificado com a candidatura de manuel_alegre , em as últimas presidenciais portuguesas , ou com helena_roseta e carmona_rodrigues em as próximas eleições intercalares para a	câmara_de_lisboa	ORG
284	3	e este dado torna o estatuto de independente muito atraente - um fenómeno semelhante a o verificado com a candidatura de manuel_alegre , em as últimas presidenciais portuguesas , ou com aquilo que esperam conseguir helena_roseta e carmona_rodrigues em as próximas eleições intercalares para a câmara_de_lisboa .	carmona_rodrigues	PER	e este dado torna o estatuto de independente muito atraente - um fenómeno semelhante a o verificado com a candidatura de manuel_alegre , em as últimas presidenciais portuguesas , ou com e carmona_rodrigues em as próximas eleições intercalares para a	câmara_de_lisboa	ORG
289	1	em 1956 , amílcar_cabral criou o partido_africano_para_a_independência_da_guiné_e_cabo_verde ( paigc ) , lutando contra o colonialismo e iniciando uma marcha para a independência .	amílcar_cabral	PER	em 1956 , amílcar_cabral criou o partido_africano_para_a_independência_da_guiné_e_cabo_verde ( paigc ) , lutando contra o colonialismo e iniciando uma marcha para a	partido_africano_para_a_independência_da_guiné_e_cabo_verde	ORG
289	2	em 1956 , amílcar_cabral criou o partido_africano_para_a_independência_da_guiné_e_cabo_verde ( paigc ) , lutando contra o colonialismo e iniciando uma marcha para a independência .	amílcar_cabral	PER	em 1956 , amílcar_cabral criou o partido_africano_para_a_independência_da_guiné_e_cabo_verde ( paigc ) , lutando contra o colonialismo e iniciando uma marcha para a	paigc	ORG
289	3	em 1956 , amílcar_cabral criou o partido_africano_para_a_independência_da_guiné_e_cabo_verde ( paigc ) , lutando contra o colonialismo e iniciando uma marcha para a independência .	partido_africano_para_a_independência_da_guiné_e_cabo_verde	ORG	em 1956 , amílcar_cabral criou o partido_africano_para_a_independência_da_guiné_e_cabo_verde ( paigc ) , lutando contra o colonialismo e iniciando uma marcha para a	paigc	ORG
294	1	desta vez o museu lourinhanense está a usar tomografia_axial_computorizada ( tac ) para descobrir se existem mais ovos com embriões , os ossos de os dinossauros antes de habitualmente usado para fins médicos , o equipamento de tac foi disponibilizado por as clínicas cedima/irm e montepio de as caldas_da_rainha em colaboração com os médicos francisco_rita e josé .	cedima/irm	ORG	o museu lourinhanense está a usar tomografia_axial_computorizada ( tac ) para com , os ossos de de , o de por as cedima/irm e montepio de as caldas_da_rainha em colaboração com os	caldas_da_rainha	PLC
294	2	desta vez o museu lourinhanense está a usar tomografia_axial_computorizada ( tac ) para descobrir se existem mais ovos com embriões , os ossos de os dinossauros antes de habitualmente usado para fins médicos , o equipamento de tac foi disponibilizado por as clínicas cedima/irm e montepio de as caldas_da_rainha em colaboração com os médicos francisco_rita e josé .	montepio	ORG	o museu lourinhanense está a usar tomografia_axial_computorizada ( tac ) para com , os ossos de de , o de por as e montepio de as caldas_da_rainha em colaboração com os	caldas_da_rainha	PLC
295	1	o pp , o pcp e o be , em alguns casos mesmo alguns raros dissidentes de o ps socrático , têm criticado o governo , enquanto o psd passa entre as sombras , ou ficando pura e simplesmente silencioso , ou murmurando umas críticas de circunstância que ninguém ouve , ou , em muitos casos , concordando com o governo e o ps .	pp	ORG	o pp , o pcp e o be , em alguns casos mesmo alguns raros dissidentes de o ps socrático , o , o passa entre as de , em com o e	governo	ORG
295	2	o pp , o pcp e o be , em alguns casos mesmo alguns raros dissidentes de o ps socrático , têm criticado o governo , enquanto o psd passa entre as sombras , ou ficando pura e simplesmente silencioso , ou murmurando umas críticas de circunstância que ninguém ouve , ou , em muitos casos , concordando com o governo e o ps .	pcp	ORG	o pp , o pcp e o be , em alguns casos mesmo alguns raros dissidentes de o ps socrático , o , o passa entre as de , em com o e	governo	ORG
295	3	o pp , o pcp e o be , em alguns casos mesmo alguns raros dissidentes de o ps socrático , têm criticado o governo , enquanto o psd passa entre as sombras , ou ficando pura e simplesmente silencioso , ou murmurando umas críticas de circunstância que ninguém ouve , ou , em muitos casos , concordando com o governo e o ps .	be	ORG	o pp , o pcp e o be , em alguns casos mesmo alguns raros dissidentes de o ps socrático , o , o passa entre as de , em com o e	governo	ORG
295	4	o pp , o pcp e o be , em alguns casos mesmo alguns raros dissidentes de o ps socrático , têm criticado o governo , enquanto o psd passa entre as sombras , ou ficando pura e simplesmente silencioso , ou murmurando umas críticas de circunstância que ninguém ouve , ou , em muitos casos , concordando com o governo e o ps .	psd	ORG	o pp , o pcp e o be , em alguns casos mesmo alguns raros dissidentes de o ps socrático , o , o psd passa entre as de , em com o e	governo	ORG
295	5	o pp , o pcp e o be , em alguns casos mesmo alguns raros dissidentes de o ps socrático , têm criticado o governo , enquanto o psd passa entre as sombras , ou ficando pura e simplesmente silencioso , ou murmurando umas críticas de circunstância que ninguém ouve , ou , em muitos casos , concordando com o governo e o ps .	psd	ORG	o pp , o pcp e o be , em alguns casos mesmo alguns raros dissidentes de o ps socrático , o , o passa entre as de , em com o	ps	ORG
296	1	mas , quando vier a pergunta , será mais para a coreografia do que para a substância , porque esta está há muito respondida : de há uns tempos a esta parte , o psd está onde está o ps .	psd	ORG	mas , quando vier a pergunta , será mais para a coreografia do que para a substância , respondida : de a	ps	ORG
304	1	situada , desde 1891 , em a praça_do_império , em a imediata proximidade de o mosteiro_dos_jerónimos , a biblioteca_central_da_marinha ( bcm ) é sucessora de a antiga biblioteca_da_real_academia_dos_guardas-marinhas , que seguiu com a côrte para o brasil e foi transferida para o rio_de_janeiro aquando_de a 1ª invasão francesa , tendo ficado em grande parte em aquele país .	biblioteca_central_da_marinha	ORG	situada , desde 1891 , em a praça_do_império , em a imediata proximidade de o mosteiro_dos_jerónimos , a biblioteca_central_da_marinha ( bcm ) é sucessora de a antiga biblioteca_da_real_academia_dos_guardas-marinhas , que seguiu com a para , tendo ficado em em	biblioteca_da_real_academia_dos_guardas-marinhas	ORG
304	2	situada , desde 1891 , em a praça_do_império , em a imediata proximidade de o mosteiro_dos_jerónimos , a biblioteca_central_da_marinha ( bcm ) é sucessora de a antiga biblioteca_da_real_academia_dos_guardas-marinhas , que seguiu com a côrte para o brasil e foi transferida para o rio_de_janeiro aquando de a 1ª invasão francesa , tendo ficado em grande parte em aquele país .	biblioteca_central_da_marinha	ORG	situada , desde 1891 , em a praça_do_império , em a imediata proximidade de o mosteiro_dos_jerónimos , a biblioteca_central_da_marinha ( bcm ) é sucessora de a antiga biblioteca_da_real_academia_dos_guardas-marinhas , que seguiu com a para o rio_de_janeiro aquando de a , tendo ficado em em	bcm	ORG
306	1	méxico prende assessor de deputado de o pri ; de as agências_internacionais ; a polícia mexicana prendeu ontem um funcionário de a câmara por suspeita de envolvimento em o assassinato de o secretário-geral de o partido_revolucionário_institucional ( pri , governista ) , josé_francisco_ruiz_massieu , 48 , ocorrido quarta-feira em a cidade_do_méxico .	méxico	ORG	méxico prende assessor de deputado de o pri ; de as agências_internacionais ; a polícia mexicana prendeu ontem um funcionário de a câmara por suspeita de envolvimento em o assassinato de o secretário-geral de o partido_revolucionário_institucional ( pri , governista ) , josé_francisco_ruiz_massieu , 48 , ocorrido quarta-feira em a	pri	ORG
308	1	a cimeira união_europeia_áfrica , prevista para 8 e 9 de dezembro em lisboa , não deve ser uma cimeira sobre o presidente_do_zimbabwe , robert_mugabe , defendeu hoje josé_sócrates , primeiro-ministro português e presidente em exercício de a união_europeia ( ue ) .	josé_sócrates	PER	a cimeira união_europeia_áfrica , prevista para 8 e 9 de dezembro em lisboa , deve uma cimeira sobre o e presidente em exercício de a união_europeia (	união_europeia	ORG
314	1	a lusa tentou contactar o porta-voz de a asae para obter esclarecimentos adicionais mas tal foi impossível até a o momento .	lusa	ORG	a lusa tentou contactar o porta-voz de a asae para tal foi impossível até a o	asae	ORG
329	1	organizada por o núcleo_interactivo_de_astronomia ( nuclio ) em o centro_de_interpretação_ambiental_da_ponta_do_sal , em são_pedro de o estoril , a quarta edição de a iniciativa inclui sessões de observação de o sol e de o céu nocturno , oficinas de astronomia , lançamentos de foguetões de água , palestras e uma procura de asteróides , actividade que a instituição promove regularmente em as escolas de o concelho .	núcleo_interactivo_de_astronomia	ORG	organizada por o núcleo_interactivo_de_astronomia ( nuclio ) em o centro_de_interpretação_ambiental_da_ponta_do_sal , em são_pedro de o estoril , a quarta edição de a iniciativa inclui sessões de observação de o sol e de o céu nocturno , oficinas de astronomia , lançamentos de foguetões de água , e de a promove regularmente em as escolas de o	centro_de_interpretação_ambiental_da_ponta_do_sal	PLC
332	1	realizada em o teatro_do_sesi , local ao lado de o espaço de o fisl , a noite começou com os gaúchos de a bataclã fc , que entraram em o palco com uniformes de o dmlu , o departamento_municipal_de_limpeza_urbana de porto_alegre e abriram o show com o clássico amigo_punk .	departamento_municipal_de_limpeza_urbana	ORG	realizada em o teatro_do_sesi , local ao lado de o espaço de o fisl , a noite começou com os gaúchos de a bataclã fc , que entraram em o palco com uniformes de o dmlu , o departamento_municipal_de_limpeza_urbana de porto_alegre e abriram o show com o	porto_alegre	PLC
332	2	realizada em o teatro_do_sesi , local ao_lado de o espaço de o fisl , a noite começou com os gaúchos de a bataclã fc , que entraram em o palco com uniformes de o dmlu , o departamento_municipal_de_limpeza_urbana de porto_alegre e abriram o show com o clássico amigo_punk .	dmlu	ORG	realizada em o teatro_do_sesi , local ao_lado de o espaço de o fisl , a noite começou com os gaúchos de a bataclã fc , que entraram em o palco com uniformes de o dmlu , o departamento_municipal_de_limpeza_urbana de porto_alegre e abriram o show com o	departamento_municipal_de_limpeza_urbana	ORG
342	1	fernando_rodríguez_gonzález , assessor de o deputado manuel_muoz_rocha , de o pri , teria hospedado o assassino em a capital enquanto o crime era preparado .	fernando_rodríguez_gonzález	PER	fernando_rodríguez_gonzález , assessor de o deputado manuel_muoz_rocha , de o pri , teria hospedado o assassino em a capital enquanto o crime	pri	ORG
342	2	fernando_rodríguez_gonzález , assessor de o deputado manuel_muoz_rocha , de o pri , teria hospedado o assassino em a capital enquanto o crime era preparado .	manuel_muoz_rocha	PER	fernando_rodríguez_gonzález , assessor de o deputado manuel_muoz_rocha , de o pri , teria hospedado o assassino em a capital enquanto o crime	pri	ORG
347	1	a desforra de granada ; granada não enfrentou os reis_católicos por razões de fé ou de religião .	granada	ORG	a desforra de granada ; granada não enfrentou os reis_católicos por razões de fé ou de religião .	reis_católicos	PER
359	1	em este arco temporal de 15 anos , o ccb apresentou a o público de lisboa artistas tão diversos como sviatoslav_richter e cecilia_bartoli , pina_bausch_et_pippo_delbono , peter_brook e jordi_savall , philip_glass_et_keith_jarrett , a royal_shakespeare_company e o piccolo_teatro_di_milano , robert_lepage e a companhia cheek by jowl , a companhia de ópera de o teatro_mariinski_de_s._petersburgo e the_wooster_group .	ccb	ORG	em este arco temporal de 15 anos , o ccb apresentou a o público de lisboa artistas tão diversos como sviatoslav_richter e , , , , a , a companhia de ópera de o	lisboa	PLC
363	1	israel , sabendo que não pode devolver a cisjordânia , desmantelar os colonatos , prescindir de a ocupação sem comprometer a sua segurança , dividir jerusalém ou ceder a pretensões sobre o regresso des de refugiados ( que nunca poderão regressar ) , está interessado em manter as ficções americanas e europeias e administrar a ocupação e a relação de forças , como a sua supremacia militar assegura .	israel	ORG	israel , sabendo que não pode devolver a cisjordânia , desmantelar os colonatos , prescindir de a ocupação sem comprometer a a sobre o des de em a e a relação de , como a	cisjordânia	PLC
364	1	em dublin , a maior é a eason_and_son , que tem uma variedade enorme de a literatura irlandesa .	dublin	PLC	em dublin , a maior é a eason_and_son , que tem uma variedade enorme de a literatura	eason_and_son	ORG
365	1	em waterford , visite a fábrica de cristais waterford ( waterford_crystal_factory ) , que foi fundada em 1783 e fica a 2,5 km a o sul de o centro de a cidade .	waterford	PLC	em waterford , visite a fábrica de cristais waterford ( waterford_crystal_factory ) , que foi fundada em 1783 e fica a 2,5 km a o sul de o centro de a	waterford	ORG
375	2	antónio_nunes , presidente de a autoridade_de_segurança_alimentar_e_económica ( asae ) , uma de as entidades que irá fiscalizar a aplicação de a lei que proibe o fumo em espaços fechados de utilização pública , foi fotografado por o diário_de_notícias ( dn ) a fumar uma cigarrilha em o casino de o estoril a as 02.30 de a manhã de o dia 01 de janeiro .	antónio_nunes	PER	antónio_nunes , presidente de a autoridade_de_segurança_alimentar_e_económica ( asae ) , uma de as entidades que irá fiscalizar a aplicação de a lei que proibe o fumo em espaços fechados de pública , foi fotografado por o diário_de_notícias ( dn ) a fumar uma cigarrilha em o casino de o estoril a as 02.30 de a manhã de o dia 01 de	autoridade_de_segurança_alimentar_e_económica	ORG
